"","Day","moduleColor","ontology","GO_term","GO_ID","Transcript_ID","Protein_name"
"3339","Day0","blue","BP","growth","GO:0040007","LOC111117924"," suppressor of cytokine signaling 2-like"
"3340","Day0","blue","BP","growth","GO:0040007","LOC111124316"," uncharacterized"
"3341","Day0","blue","BP","growth","GO:0040007","LOC111126204"," uncharacterized"
"3343","Day0","blue","BP","growth","GO:0040007","LOC111129918"," uncharacterized"
"3345","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111131147"," 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1-like"
"3365","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111128349"," 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4-like"
"3370","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111100148"," 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1-like"
"3377","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111137023"," 3 beta-hydroxysteroid dehydrogenase/Delta 5--_4-isomerase type 4-like"
"3379","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111128407"," 3-hydroxybutyryl-CoA dehydrogenase-like"
"3380","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111126336"," 72 kDa inositol polyphosphate 5-phosphatase-like"
"3381","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111121119"," 85/88 kDa calcium-independent phospholipase A2-like"
"3382","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111138290"," CDP-diacylglycerol--inositol 3-phosphatidyltransferase-like"
"3383","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111119818"," GPI mannosyltransferase 2-like"
"3384","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111115797"," ORM1-like protein 3"
"3386","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111131433"," WD repeat-containing protein 91-like"
"3387","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111129320"," adipocyte plasma membrane-associated protein-like"
"3389","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111137275"," alkaline ceramidase 3-like"
"3390","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111103312"," basic phospholipase A2 3-like"
"3392","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111108175"," calcium-independent phospholipase A2-gamma-like"
"3393","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111109748"," calcium-independent phospholipase A2-gamma-like"
"3394","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111099557"," choline/ethanolamine kinase-like"
"3396","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111100347"," cytosolic phospholipase A2-like"
"3399","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111122823"," diacylglycerol kinase beta-like"
"3400","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111100277"," diacylglycerol kinase delta-like"
"3408","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111100477"," diacylglycerol kinase theta-like"
"3411","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111102817"," diacylglycerol kinase zeta-like"
"3416","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111104269"," diacylglycerol kinase zeta-like"
"3430","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111126451"," fatty acid hydroxylase domain-containing protein 2-like"
"3432","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111133742"," galactocerebrosidase-like"
"3435","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111134347"," galactoside 2-alpha-L-fucosyltransferase 2-like"
"3438","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111123646"," ganglioside GM2 activator-like"
"3439","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111102760"," ganglioside GM2 activator-like"
"3440","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111134947"," gastric triacylglycerol lipase-like"
"3441","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111108492"," glycerate kinase-like"
"3443","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111135994"," glycerophosphodiester phosphodiesterase domain-containing protein 5-like"
"3446","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111121964"," group XIIA secretory phospholipase A2-like"
"3447","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111135761"," group XV phospholipase A2-like"
"3448","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111125303"," hormone-sensitive lipase-like"
"3449","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111128016"," inactive phospholipase C-like protein 2"
"3450","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111118897"," inositol monophosphatase 3-like"
"3451","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111127563"," lathosterol oxidase-like"
"3452","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111134948"," lysosomal acid lipase/cholesteryl ester hydrolase-like"
"3453","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111133439"," metallophosphoesterase 1-like"
"3454","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111125442"," myotubularin-related protein 6-like"
"3455","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111122015"," pancreatic triacylglycerol lipase-like"
"3456","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111127723"," patatin-like phospholipase domain-containing protein 2"
"3457","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111130102"," patatin-like phospholipase domain-containing protein 7"
"3458","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111135557"," phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform-like"
"3463","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111136051"," phosphatidylinositol 4-kinase alpha-like"
"3464","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111101137"," phosphatidylinositol 4-kinase beta-like"
"3466","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111124467"," phosphatidylinositol 4-kinase beta-like"
"3471","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111126338"," phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha-like"
"3474","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111124952"," phosphatidylinositol 4-phosphate 5-kinase-like protein 1"
"3479","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111112578"," phosphatidylinositol 5-phosphate 4-kinase type-2 alpha-like"
"3480","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111118285"," phosphatidylinositol-glycan-specific phospholipase D-like"
"3481","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111114331"," phosphatidylserine synthase 2-like"
"3482","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111111363"," phospholipase B1, membrane-associated-like"
"3483","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111121876"," prosaposin-like"
"3484","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111122386"," prosaposin-like"
"3485","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111126205"," putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13"
"3487","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111100314"," type I inositol 1,4,5-trisphosphate 5-phosphatase-like"
"3489","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111103965"," uncharacterized"
"3492","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111113157"," uncharacterized"
"3494","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111136645"," uncharacterized"
"3496","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111107091"," uncharacterized"
"3500","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111112301"," uncharacterized"
"3502","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111115043"," uncharacterized"
"3504","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111117031"," uncharacterized"
"3505","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111105355"," uncharacterized"
"3507","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111104768"," uncharacterized"
"3508","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111099500"," uncharacterized"
"3513","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111105348"," uncharacterized"
"3521","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111119081"," uncharacterized"
"3522","Day0","blue","BP","lipid metabolic process","GO:0006629","LOC111114173"," uncharacterized"
"3524","Day0","blue","BP","signal transduction","GO:0007165","LOC111131147"," 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1-like"
"3544","Day0","blue","BP","signal transduction","GO:0007165","LOC111128349"," 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4-like"
"3549","Day0","blue","BP","signal transduction","GO:0007165","LOC111100148"," 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1-like"
"3556","Day0","blue","BP","signal transduction","GO:0007165","LOC111100465"," 5-hydroxytryptamine receptor 1A-like"
"3564","Day0","blue","BP","signal transduction","GO:0007165","LOC111113428"," 5-hydroxytryptamine receptor-like"
"3570","Day0","blue","BP","signal transduction","GO:0007165","LOC111114491"," 5-hydroxytryptamine receptor-like"
"3576","Day0","blue","BP","signal transduction","GO:0007165","LOC111130297"," A-kinase anchor protein 13-like"
"3609","Day0","blue","BP","signal transduction","GO:0007165","LOC111112099"," A-kinase anchor protein 9-like"
"3627","Day0","blue","BP","signal transduction","GO:0007165","LOC111136398"," AN1-type zinc finger protein 1-like"
"3629","Day0","blue","BP","signal transduction","GO:0007165","LOC111137437"," AN1-type zinc finger protein 1-like"
"3636","Day0","blue","BP","signal transduction","GO:0007165","LOC111134411"," ATP-binding cassette sub-family C member 9-like"
"3638","Day0","blue","BP","signal transduction","GO:0007165","LOC111126146"," B-cell CLL/lymphoma 9 protein-like"
"3639","Day0","blue","BP","signal transduction","GO:0007165","LOC111112989"," BMP and activin membrane-bound inhibitor homolog"
"3641","Day0","blue","BP","signal transduction","GO:0007165","LOC111101590"," BTB/POZ domain-containing protein KCTD9-like"
"3642","Day0","blue","BP","signal transduction","GO:0007165","LOC111123747"," C-Jun-amino-terminal kinase-interacting protein 4-like"
"3643","Day0","blue","BP","signal transduction","GO:0007165","LOC111099523"," CD40 ligand-like"
"3644","Day0","blue","BP","signal transduction","GO:0007165","LOC111125503"," D(2) dopamine receptor A-like"
"3645","Day0","blue","BP","signal transduction","GO:0007165","LOC111120488"," DEP domain-containing mTOR-interacting protein-like"
"3646","Day0","blue","BP","signal transduction","GO:0007165","LOC111127555"," E3 ubiquitin-protein ligase CBL-like"
"3647","Day0","blue","BP","signal transduction","GO:0007165","LOC111136502"," E3 ubiquitin-protein ligase DTX4-like"
"3649","Day0","blue","BP","signal transduction","GO:0007165","LOC111122199"," E3 ubiquitin-protein ligase PDZRN3-like"
"3651","Day0","blue","BP","signal transduction","GO:0007165","LOC111126774"," F-box only protein 8-like"
"3652","Day0","blue","BP","signal transduction","GO:0007165","LOC111110267"," FMRF-amide neuropeptides-like"
"3653","Day0","blue","BP","signal transduction","GO:0007165","LOC111133802"," FMRFamide receptor-like"
"3656","Day0","blue","BP","signal transduction","GO:0007165","LOC111129491"," FMRFamide receptor-like"
"3657","Day0","blue","BP","signal transduction","GO:0007165","LOC111121307"," FMRFamide receptor-like"
"3660","Day0","blue","BP","signal transduction","GO:0007165","LOC111119110"," FMRFamide receptor-like"
"3664","Day0","blue","BP","signal transduction","GO:0007165","LOC111107307"," FYVE, RhoGEF and PH domain-containing protein 4-like"
"3665","Day0","blue","BP","signal transduction","GO:0007165","LOC111108143"," FYVE, RhoGEF and PH domain-containing protein 6-like"
"3668","Day0","blue","BP","signal transduction","GO:0007165","LOC111135594"," G protein-coupled receptor kinase 5-like"
"3669","Day0","blue","BP","signal transduction","GO:0007165","LOC111136122"," G-protein coupled receptor 161-like"
