,Day,moduleColor,ontology,GO_term,GO_ID,Transcript_ID,Protein_name
4819,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111124726, signal transducer and activator of transcription 5A-like
4823,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111123278, signal transducer and activator of transcription 5B-like
4827,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111101632, single-minded homolog 2-like
4828,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111127226, snRNA-activating protein complex subunit 4-like
4829,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111120050, speract receptor-like
4833,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111127848, steroid hormone receptor ERR2-like
4841,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111112228, sterol regulatory element-binding protein cleavage-activating protein-like
4842,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111124944, thioredoxin domain-containing protein 3 homolog
4843,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111125764, thioredoxin domain-containing protein 3 homolog
4922,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111128344, thyrotroph embryonic factor-like
4923,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111126379, thyrotroph embryonic factor-like
4924,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111133642, transcription and mRNA export factor ENY2
4925,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111132857, transcription elongation factor SPT6-like
4927,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111121277, transcription factor AP-2-epsilon-like
4928,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111099773, transcription factor AP-2-epsilon-like
4935,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111135214, transcription factor Dp-1-like
4938,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111135393, transcription factor E2F5-like
4940,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111104374, transcription factor E2F7-like
4941,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111125302, transcription factor GATA-4-like
4942,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111138170, transcription factor HES-1-like
4943,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111108664, transcription factor TFIIIB component B'' homolog
4947,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111101293, transcription factor collier-like
4949,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111135441, transcription initiation factor TFIID subunit 10-like
4951,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111114843, transcription initiation factor TFIID subunit 11-like
4952,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111136115, transcription initiation factor TFIID subunit 4-like
4953,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111130888, transcriptional adapter 2-beta-like
4954,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111132210, transcriptional regulator ERG homolog
4955,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111135413, transcriptional regulator Erg-like
4956,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111111605, transcriptional repressor NF-X1-like
4959,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111133472, tumor protein 63-like
4960,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111134463, uncharacterized
4961,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111131592, uncharacterized
4962,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111101090, uncharacterized
4963,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111109746, uncharacterized
4964,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111120200, uncharacterized
4965,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111104775, uncharacterized
4966,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111104663, uncharacterized
4967,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111121296, uncharacterized
4969,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111132543, uncharacterized
4970,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111128416, uncharacterized
4971,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111123801, uncharacterized
4972,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111128804, uncharacterized
4974,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111135255, uncharacterized
4976,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111127333, uncharacterized
4979,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111130669, uncharacterized
4980,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111134075, uncharacterized
4984,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111102350, uncharacterized
4985,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111130178, uncharacterized
4997,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111132307, uncharacterized
5000,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111118832, zinc finger protein GLIS3-like
5001,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111135471, zinc finger protein ZFPM1-like
5005,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111134312, zinc finger protein castor homolog 1-like
5008,Day1,brown,BP,catabolic process,GO:0009056,LOC111131147," 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1-like"
5028,Day1,brown,BP,catabolic process,GO:0009056,LOC111128349," 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4-like"
5033,Day1,brown,BP,catabolic process,GO:0009056,LOC111131085, 2-aminoethylphosphonate--pyruvate transaminase-like
5034,Day1,brown,BP,catabolic process,GO:0009056,LOC111099531, CDK2-associated and cullin domain-containing protein 1-like
5035,Day1,brown,BP,catabolic process,GO:0009056,LOC111129312, E3 ubiquitin-protein ligase NEDD4-like
5039,Day1,brown,BP,catabolic process,GO:0009056,LOC111104276, E3 ubiquitin-protein ligase listerin-like
5041,Day1,brown,BP,catabolic process,GO:0009056,LOC111113018, E3 ubiquitin-protein ligase ubr3-like
5043,Day1,brown,BP,catabolic process,GO:0009056,LOC111122100, L-threonine ammonia-lyase-like
5046,Day1,brown,BP,catabolic process,GO:0009056,LOC111120048, UV excision repair protein RAD23 homolog B-like
5047,Day1,brown,BP,catabolic process,GO:0009056,LOC111120079, UV excision repair protein RAD23 homolog B-like
5048,Day1,brown,BP,catabolic process,GO:0009056,LOC111131382, beta-hexosaminidase subunit beta-like
5049,Day1,brown,BP,catabolic process,GO:0009056,LOC111126873, centrosomal protein of 290 kDa-like
5051,Day1,brown,BP,catabolic process,GO:0009056,LOC111124955, cullin-1-like
5053,Day1,brown,BP,catabolic process,GO:0009056,LOC111135325, cullin-4A-like
5054,Day1,brown,BP,catabolic process,GO:0009056,LOC111136399," delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial-like"
5055,Day1,brown,BP,catabolic process,GO:0009056,LOC111122823, diacylglycerol kinase beta-like
5056,Day1,brown,BP,catabolic process,GO:0009056,LOC111102817, diacylglycerol kinase zeta-like
5064,Day1,brown,BP,catabolic process,GO:0009056,LOC111117947, erlin-2-B-like
5066,Day1,brown,BP,catabolic process,GO:0009056,LOC111135106, fructose-bisphosphate aldolase-like
5068,Day1,brown,BP,catabolic process,GO:0009056,LOC111126728, gamma-glutamyltranspeptidase 1-like
5069,Day1,brown,BP,catabolic process,GO:0009056,LOC111136420, gamma-glutamyltranspeptidase 1-like
5070,Day1,brown,BP,catabolic process,GO:0009056,LOC111123646, ganglioside GM2 activator-like
5071,Day1,brown,BP,catabolic process,GO:0009056,LOC111136543, glucose-6-phosphate isomerase-like
5072,Day1,brown,BP,catabolic process,GO:0009056,LOC111135916, glycine cleavage system H protein-like
5073,Day1,brown,BP,catabolic process,GO:0009056,LOC111119746," glycine dehydrogenase (decarboxylating), mitochondrial-like"
5074,Day1,brown,BP,catabolic process,GO:0009056,LOC111125769, golgin subfamily A member 6-like protein 22
5075,Day1,brown,BP,catabolic process,GO:0009056,LOC111110879, heparan-alpha-glucosaminide N-acetyltransferase-like
5077,Day1,brown,BP,catabolic process,GO:0009056,LOC111100475, hexokinase-2-like
5081,Day1,brown,BP,catabolic process,GO:0009056,LOC111105890, histidine ammonia-lyase-like
5082,Day1,brown,BP,catabolic process,GO:0009056,LOC111134658, histone-lysine N-methyltransferase SETD1B-like
5083,Day1,brown,BP,catabolic process,GO:0009056,LOC111128016, inactive phospholipase C-like protein 2
5084,Day1,brown,BP,catabolic process,GO:0009056,LOC111105314, lambda-crystallin homolog
5085,Day1,brown,BP,catabolic process,GO:0009056,LOC111134894," lon protease homolog 2, peroxisomal-like"
5086,Day1,brown,BP,catabolic process,GO:0009056,LOC111108184," long-chain specific acyl-CoA dehydrogenase, mitochondrial-like"
5087,Day1,brown,BP,catabolic process,GO:0009056,LOC111125013, mitochondria-eating protein-like
5090,Day1,brown,BP,catabolic process,GO:0009056,LOC111122412, mitochondrial enolase superfamily member 1-like
5093,Day1,brown,BP,catabolic process,GO:0009056,LOC111116264, ornithine decarboxylase antizyme 3-like
5094,Day1,brown,BP,catabolic process,GO:0009056,LOC111127723, patatin-like phospholipase domain-containing protein 2
5095,Day1,brown,BP,catabolic process,GO:0009056,LOC111130102, patatin-like phospholipase domain-containing protein 7
5096,Day1,brown,BP,catabolic process,GO:0009056,LOC111113840, peroxisomal acyl-coenzyme A oxidase 1-like
5097,Day1,brown,BP,catabolic process,GO:0009056,LOC111107112, peroxisomal acyl-coenzyme A oxidase 1-like
5098,Day1,brown,BP,catabolic process,GO:0009056,LOC111136438, peroxisomal acyl-coenzyme A oxidase 3-like
5099,Day1,brown,BP,catabolic process,GO:0009056,LOC111136066, peroxisomal acyl-coenzyme A oxidase 3-like
5100,Day1,brown,BP,catabolic process,GO:0009056,LOC111103356, phospholipase D1-like
5107,Day1,brown,BP,catabolic process,GO:0009056,LOC111101359, platelet-activating factor acetylhydrolase-like
5108,Day1,brown,BP,catabolic process,GO:0009056,LOC111100351, probable phosphoglycerate mutase
5109,Day1,brown,BP,catabolic process,GO:0009056,LOC111130431, proteasome subunit alpha type-3-like
5110,Day1,brown,BP,catabolic process,GO:0009056,LOC111099108, protein LIAT1-like
5111,Day1,brown,BP,catabolic process,GO:0009056,LOC111125710, protein split ends-like
5113,Day1,brown,BP,catabolic process,GO:0009056,LOC111130803, putative glutathione-specific gamma-glutamylcyclotransferase 2
5115,Day1,brown,BP,catabolic process,GO:0009056,LOC111126054, structural maintenance of chromosomes protein 2-like
5120,Day1,brown,BP,catabolic process,GO:0009056,LOC111125797, trichohyalin-like
5124,Day1,brown,BP,catabolic process,GO:0009056,LOC111122750," tryptophan 2,3-dioxygenase-like"
5126,Day1,brown,BP,catabolic process,GO:0009056,LOC111108183, ubiquitin carboxyl-terminal hydrolase 15-like
5127,Day1,brown,BP,catabolic process,GO:0009056,LOC111104603, ubiquitin carboxyl-terminal hydrolase 16-like
5129,Day1,brown,BP,catabolic process,GO:0009056,LOC111125206, ubiquitin carboxyl-terminal hydrolase 25-like
5132,Day1,brown,BP,catabolic process,GO:0009056,LOC111127760, ubiquitin carboxyl-terminal hydrolase 3-like
5133,Day1,brown,BP,catabolic process,GO:0009056,LOC111134719, ubiquitin carboxyl-terminal hydrolase 32-like
5134,Day1,brown,BP,catabolic process,GO:0009056,LOC111128834, ubiquitin carboxyl-terminal hydrolase 34-like
5135,Day1,brown,BP,catabolic process,GO:0009056,LOC111126051, ubiquitin carboxyl-terminal hydrolase 46-like
5136,Day1,brown,BP,catabolic process,GO:0009056,LOC111138241, ubiquitin carboxyl-terminal hydrolase 5-like
5137,Day1,brown,BP,catabolic process,GO:0009056,LOC111118834, ubiquitin carboxyl-terminal hydrolase 7-like
5139,Day1,brown,BP,catabolic process,GO:0009056,LOC111112700, ubiquitin carboxyl-terminal hydrolase 8-like
5143,Day1,brown,BP,catabolic process,GO:0009056,LOC111135880, ubiquitin conjugation factor E4 B-like
5144,Day1,brown,BP,catabolic process,GO:0009056,LOC111123530, uncharacterized
5145,Day1,brown,BP,catabolic process,GO:0009056,LOC111125994, uncharacterized
5146,Day1,brown,BP,catabolic process,GO:0009056,LOC111126480, uncharacterized
5147,Day1,brown,BP,catabolic process,GO:0009056,LOC111126070, uncharacterized
5148,Day1,brown,BP,catabolic process,GO:0009056,LOC111125900, uncharacterized
5149,Day1,brown,BP,catabolic process,GO:0009056,LOC111124659, uncharacterized
5151,Day1,brown,BP,catabolic process,GO:0009056,LOC111117611, uncharacterized
5152,Day1,brown,BP,catabolic process,GO:0009056,LOC111125388, uncharacterized
5157,Day1,brown,BP,catabolic process,GO:0009056,LOC111124196, uncharacterized
5159,Day1,brown,BP,catabolic process,GO:0009056,LOC111122914, uncharacterized
5163,Day1,brown,BP,catabolic process,GO:0009056,LOC111122906, uncharacterized
5164,Day1,brown,BP,catabolic process,GO:0009056,LOC111127461, uncharacterized protein PF11_0207-like
5166,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111133353, BBSome-interacting protein 1-like
5167,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111119161, Bardet-Biedl syndrome 2 protein homolog
5168,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111118945, RB1-inducible coiled-coil protein 1-like
5170,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111109850, caveolin-1-like
5171,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111110463, caveolin-1-like
5172,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111131408, caveolin-1-like
5173,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111110460, caveolin-1-like
5174,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111104576, caveolin-3-like
5175,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111101026, centrosomal protein of 126 kDa-like
5178,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111120321, centrosomal protein of 131 kDa-like
5179,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111125363, centrosomal protein of 135 kDa-like
5184,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111100851, centrosomal protein of 290 kDa-like
5185,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111109832, centrosomal protein of 83 kDa-like
5188,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111137794, centrosomal protein of 89 kDa-like
5189,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111115715, cilia- and flagella-associated protein 221-like
5191,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111130047, cilia- and flagella-associated protein 53-like
5192,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111119280, coiled-coil domain-containing protein 40-like
5193,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111127902, cytoplasmic dynein 2 light intermediate chain 1-like
5194,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111130400, cytoplasmic dynein 2 light intermediate chain 1-like
5199,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111120072, cytosolic Fe-S cluster assembly factor NUBP1 homolog
5200,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111121293, cytosolic Fe-S cluster assembly factor NUBP2 homolog
5201,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111117423, disintegrin and metalloproteinase domain-containing protein 10-like
5202,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111134838, espin-like
5203,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111118143, fas-binding factor 1-like
5204,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111117996, intraflagellar transport protein 52 homolog
5206,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111121925, intraflagellar transport protein 74 homolog
5207,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111100645, intraflagellar transport protein 81 homolog
5208,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111100563, microtubule-associated protein 9-like
5209,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111124722, pericentriolar material 1 protein-like
5214,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111124715, protein inturned-like
5215,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111128088, tetratricopeptide repeat protein 8-like
5216,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111112296, trichohyalin-like
5221,Day1,brown,BP,cellular component assembly,GO:0022607,LOC111133898, uncharacterized
5224,Day1,brown,BP,cellular nitrogen compound metabolic process,GO:0034641,LOC111136820, 25S rRNA (cytosine-C(5))-methyltransferase nop2-like
5225,Day1,brown,BP,cellular nitrogen compound metabolic process,GO:0034641,LOC111128327, 3-hydroxy-3-methylglutaryl-coenzyme A reductase-like
5226,Day1,brown,BP,cellular nitrogen compound metabolic process,GO:0034641,LOC111117846, 4-hydroxybutyrate coenzyme A transferase-like
5227,Day1,brown,BP,cellular nitrogen compound metabolic process,GO:0034641,LOC111124868, 5-hydroxyisourate hydrolase-like
5231,Day1,brown,BP,cellular nitrogen compound metabolic process,GO:0034641,LOC111134201," ADP-ribose pyrophosphatase, mitochondrial-like"
5234,Day1,brown,BP,cellular nitrogen compound metabolic process,GO:0034641,LOC111133847, ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase-like
5235,Day1,brown,BP,cellular nitrogen compound metabolic process,GO:0034641,LOC111133827, ATP-dependent DNA helicase DDX11-like
5236,Day1,brown,BP,cellular nitrogen compound metabolic process,GO:0034641,LOC111136304, CCAAT/enhancer-binding protein beta-like
5237,Day1,brown,BP,cellular nitrogen compound metabolic process,GO:0034641,LOC111104518, CCR4-NOT transcription complex subunit 2-like
